0,1
6.030325,0.4635851
9.856375,8.343653
0.5068636,9.766176
-0.9388554,6.8283205
-2.624668,16.187195
-0.83239496,15.952714
2.7995274,8.587876
1.9166552,4.6702237
-5.5112505,5.7893367
-7.8582187,5.2938676
-0.6928798,16.568274
-5.999258,8.918635
9.03981,7.6555643
-2.4019525,1.1858339
6.8182397,3.1475134
6.411251,4.53726
-7.655395,10.192707
3.8122494,7.925994
-0.64591736,-0.65402085
7.731261,3.6162126
7.0620704,10.175989
2.8767505,11.036325
-0.6396631,13.858172
8.4042425,11.633705
-5.2693753,1.2441956
-3.2234626,14.494872
1.8155528,8.851085
-6.6588244,5.382331
-0.53550607,5.0567174
3.8299935,5.471236
-1.7783828,8.052499
7.8896103,1.7254848
-2.6192563,0.12425148
-3.107589,0.7780646
-2.4592268,14.573068
-8.799586,9.24079
2.8103015,2.5199792
-5.806342,12.245812
3.2605104,12.601915
5.101061,9.030434
2.7698846,10.938875
9.704045,6.033695
-0.4959439,2.4603767
0.041366853,17.017645
-1.2213877,14.067543
-4.9733744,3.7086394
-7.8939514,7.242193
9.265421,6.6872506
-5.244348,7.3578963
-8.228835,7.5565853
10.329856,10.865194
5.1324944,1.5683215
-8.02915,4.998455
2.5030756,15.903323
-1.7918245,2.0999782
8.49574,11.514475
-8.578615,12.087785
-8.211076,7.17561
3.707107,14.696347
5.331113,16.014473
-2.90201,3.3956504
6.9424763,12.656182
4.799617,16.92547
-1.3948987,11.327439
2.9558818,12.4421425
-0.5917966,7.638349
-2.1144848,0.2572534
-2.6654823,15.841799
-3.991813,6.6610026
2.2651606,1.3078868
-6.794701,13.838488
-0.41330886,2.193864
-4.9042964,9.635106
3.3732548,4.6384735
0.27932417,-0.90519464
-3.4909625,8.873204
-2.5497236,15.4632
7.5591893,12.316677
0.16019316,6.978937
-5.8014884,9.993866
0.7585985,6.1523776
8.716665,13.841721
-0.992634,4.6216063
-5.5130744,1.6218498
7.3742013,9.361534
4.856823,16.630379
1.5944278,1.600129
-0.2938322,-0.9271933
3.108638,8.138068
-3.7861402,14.201701
-4.2666516,14.336239
-6.8594313,4.0254292
6.9332533,15.745376
1.9370456,11.223469
5.439847,4.4824476
1.8907379,10.383435
4.2695117,14.086425
-4.842981,1.2486917
-1.2867874,8.379498
9.045316,10.643795
6.9418154,12.059252
9.2939625,12.634094
1.7157731,4.030127
-0.1740264,-0.6734939
9.893599,9.01501
2.7803748,5.8181367
-2.1945064,4.6582947
4.117347,16.908705
-5.212381,13.353373
4.4694543,0.7116499
-1.2944342,16.880417
-0.70589244,13.011955
6.79398,8.436895
7.307966,2.7260282
3.7504742,14.454555
-2.9638584,16.586908
3.653248,8.181699
1.0023204,9.15449
1.0080063,1.3304745
-4.3605657,1.5452138
8.14891,14.477751
0.13226534,9.299852
9.530192,5.1159496
7.6653113,2.4820516
5.0512547,3.0848067
6.183889,16.196873
8.591763,3.589374
6.0369244,13.699504
5.818856,1.6292529
7.819954,15.046134
1.310188,-0.66940707
5.607148,5.9843507
8.334556,13.024211
5.0048313,2.064847
-1.7311212,11.774475
5.930423,0.25277212
7.713034,7.417769
-4.462621,12.566602
6.340077,5.2961807
7.290607,6.127231
-8.746185,5.825285
7.432543,5.018083
-2.3126009,13.805613
-8.833688,6.3800716
10.119977,11.139622
1.610074,12.086454
-2.5905201,2.246027
-3.4705732,8.659552
-3.5982335,1.5049866
7.207274,13.402537
8.987692,11.867397
-2.3339324,8.547104
4.5293746,16.72391
